id,시설명,영문명,유형,세부장르,주소,자치구,위도,경도,운영주체,공공민간,설립구분,설립연도,웹사이트,전화,입장료,휠체어접근,운영상태,최근접지하철역,지하철역거리m_직선,데이터출처,데이터기준일,데이터신뢰도,osm_id
F01676,써드베란다,자료 없음,갤러리·전시공간,자료 없음,자료 없음,종로구,37.571645,126.986773,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),종로3가,324,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/13955745370
F01677,남인사마당,Nam In-Sa Ma Dang,공연장,자료 없음,자료 없음,종로구,37.571675,126.987338,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),종로3가,276,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,way/355845765
F01678,킵인터치,자료 없음,갤러리·전시공간,자료 없음,자료 없음,종로구,37.577332,126.984915,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),안국,124,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/13955776452
F01679,갤러리시몬,자료 없음,갤러리·전시공간,자료 없음,자료 없음,종로구,37.578046,126.973264,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),경복궁,252,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/13955799566
F01680,제헌국회전시관,자료 없음,박물관,자료 없음,자료 없음,종로구,37.578396,126.972162,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),경복궁,314,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/13955799575
F01681,아트스페이스월인,자료 없음,갤러리·전시공간,자료 없음,자료 없음,종로구,37.579164,126.973625,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),경복궁,376,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/13955799579
F01682,유스퀘이크,자료 없음,갤러리·전시공간,자료 없음,자료 없음,종로구,37.57831,126.973675,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),경복궁,281,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/13955799581
F01683,아트스페이스3,자료 없음,갤러리·전시공간,자료 없음,자료 없음,종로구,37.578353,126.9733,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),경복궁,286,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/13955799583
F01684,송강문화회관,자료 없음,공연장,자료 없음,자료 없음,종로구,37.585197,126.970511,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),경복궁,1079,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/13955851771
F01685,북촌선뮤지엄,자료 없음,박물관,자료 없음,자료 없음,종로구,37.585522,126.970286,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),경복궁,1120,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/13955851773
F01686,갤러리자인제노,자료 없음,갤러리·전시공간,자료 없음,자료 없음,종로구,37.579603,126.972098,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),경복궁,443,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/13955852593
F01687,사진위주 류가헌갤러리,자료 없음,갤러리·전시공간,자료 없음,자료 없음,종로구,37.580703,126.972263,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),경복궁,558,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/13955852596
F01688,미앤갤러리,자료 없음,갤러리·전시공간,자료 없음,자료 없음,종로구,37.579516,126.972331,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),경복궁,428,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/13955860001
F01689,온그라운드,자료 없음,갤러리·전시공간,자료 없음,자료 없음,종로구,37.579468,126.972757,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),경복궁,415,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/13955860002
F01690,갤러리그리다,자료 없음,갤러리·전시공간,자료 없음,자료 없음,종로구,37.580237,126.972055,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),경복궁,511,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/13955860007
F01691,창성동실험실,자료 없음,갤러리·전시공간,자료 없음,자료 없음,종로구,37.580002,126.971856,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),경복궁,491,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/13955860009
F01692,리안갤러리서울,자료 없음,갤러리·전시공간,자료 없음,자료 없음,종로구,37.579801,126.971914,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),경복궁,468,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/13955860011
F01693,티피카 서울,자료 없음,문화원·지역문화센터,자료 없음,자료 없음,종로구,37.579332,126.969545,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),경복궁,528,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/13955954496
F01694,통인어린이작은도서관,자료 없음,작은도서관,자료 없음,자료 없음,종로구,37.580426,126.970589,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),경복궁,577,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/13955957599
F01695,이상의집,자료 없음,박물관,자료 없음,자료 없음,종로구,37.578632,126.970816,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),경복궁,396,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/13955983221
F01696,회현천년 이웃나무,Hoehyeon Millennium Neighbor Tree Project,기념관·기념물,자료 없음,자료 없음,중구,37.559664,126.981201,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),회현,268,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/13956820601
F01697,KT온마루,자료 없음,박물관,자료 없음,자료 없음,종로구,37.572333,126.977862,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),광화문,116,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/13957040875
F01698,한마당화랑,자료 없음,갤러리·전시공간,자료 없음,자료 없음,종로구,37.575337,126.979355,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),광화문,467,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/13957446819
F01699,도화서길디원,자료 없음,갤러리·전시공간,자료 없음,자료 없음,종로구,37.57534,126.981601,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),안국,435,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/13957502887
F01700,동산방화랑,자료 없음,갤러리·전시공간,자료 없음,자료 없음,종로구,37.572881,126.983335,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),종각,301,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/13957540669
F01701,OCI미술관,자료 없음,미술관,총람: 미술관(사립·1종),서울특별시 종로구 우정국로 45-14,종로구,37.573075,126.98207,사립,민간,민간,2010.08.17,자료 없음,02-734-0440,자료 없음,자료 없음,운영 중(총람 등재),종각,337,문화체육관광부 2025 문화기반시설총람(공공누리 1유형),2025-01-01,정부 공식 총람 — 좌표는 OSM,node/13957555248
F01702,조계사 도심포교 100주년기념관,자료 없음,박물관,자료 없음,자료 없음,종로구,37.573234,126.981709,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),종각,364,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/13957555250
F01703,올미아트스페이스,자료 없음,갤러리·전시공간,자료 없음,자료 없음,종로구,37.57367,126.982715,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),종각,391,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/13957555255
F01704,운림갤러리,자료 없음,갤러리·전시공간,자료 없음,자료 없음,종로구,37.574848,126.982359,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),안국,402,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/13957555257
F01705,도화서길디투,자료 없음,갤러리·전시공간,자료 없음,자료 없음,종로구,37.575375,126.982232,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),안국,383,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/13957555262
F01706,도화서길디파이브,자료 없음,갤러리·전시공간,자료 없음,자료 없음,종로구,37.575383,126.982016,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),안국,400,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/13957555263
F01707,그린갤러리,자료 없음,갤러리·전시공간,자료 없음,자료 없음,종로구,37.572034,126.985461,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),종각,288,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/13957666330
F01708,예인갤러리,자료 없음,갤러리·전시공간,자료 없음,자료 없음,종로구,37.571982,126.985332,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),종각,276,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/13957666331
F01709,조형갤러리,자료 없음,갤러리·전시공간,자료 없음,자료 없음,종로구,37.571917,126.984798,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),종각,240,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/13957666334
F01710,벤처아리랑,자료 없음,공연장,자료 없음,자료 없음,종로구,37.579268,126.987341,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),안국,290,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/13957981581
F01711,협동조합누군가의집,자료 없음,공공도서관,자료 없음,자료 없음,종로구,37.582098,126.989314,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),안국,648,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/13957981600
F01712,뮤지엄헤드,자료 없음,갤러리·전시공간,자료 없음,자료 없음,종로구,37.58128,126.986999,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),안국,500,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/13957998935
F01713,갤러리담,자료 없음,갤러리·전시공간,자료 없음,자료 없음,종로구,37.579083,126.983437,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),안국,348,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/13958025127
F01714,유관순,Yu Gwan-soon,기념관·기념물,자료 없음,자료 없음,서대문구,37.573465,126.958136,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),독립문,124,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/13959281201
F01715,성균관대학교 중앙학술정보관,자료 없음,공공도서관,자료 없음,자료 없음,종로구,37.588287,126.994107,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),혜화,972,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/13959839335
F01716,간호학박물관,자료 없음,박물관,자료 없음,자료 없음,종로구,37.580944,126.999048,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),혜화,288,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/13959857784
F01717,치의학박물관,자료 없음,박물관,자료 없음,자료 없음,종로구,37.577779,126.997443,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),혜화,627,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/13959857790
F01718,경기감영지 유적전시관,자료 없음,박물관,자료 없음,자료 없음,종로구,37.566507,126.966453,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),서대문,81,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/13959926665
F01719,누구나청춘무대,자료 없음,공연장,자료 없음,자료 없음,종로구,37.567049,126.968525,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),서대문,217,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/13959926681
F01720,국토발전전시관,자료 없음,박물관,총람: 박물관(국립·1종),서울특별시 중구 정동길 18,종로구,37.566802,126.970074,국립,공공,공공,2017.11.02,자료 없음,02-3425-8900,자료 없음,자료 없음,운영 중(총람 등재),서대문,323,문화체육관광부 2025 문화기반시설총람(공공누리 1유형),2025-01-01,정부 공식 총람 — 좌표는 OSM,node/13959926690
F01721,일민정보과학관,자료 없음,공공도서관,자료 없음,자료 없음,종로구,37.584876,126.98643,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),안국,895,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/13959979263
F01722,원파기념도서관,자료 없음,공공도서관,자료 없음,자료 없음,종로구,37.583721,126.986375,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),안국,767,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/13959979265
F01723,일공갤러리,자료 없음,갤러리·전시공간,자료 없음,자료 없음,종로구,37.585166,126.985425,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),안국,929,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/13959979267
F01724,돈의문센트레빌작은도서관,자료 없음,작은도서관,자료 없음,자료 없음,서대문구,37.566075,126.961292,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),서대문,472,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/13960106653
F01725,광화문풍림스페이스본북카페,자료 없음,공공도서관,자료 없음,자료 없음,종로구,37.574752,126.969602,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),경복궁,364,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/13960117659
F01726,Pinpoint Art Centre - 핀포인트아트센터,자료 없음,갤러리·전시공간,자료 없음,서울특별시 강남구 광평로46길 22,강남구,37.484954,127.099763,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),수서,329,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/13969894330
F01727,4월민주혁명 50주년 기념탑,Monument commemorating the 50th anniversary of the April Democratic Revolution,기념관·기념물,자료 없음,자료 없음,종로구,37.57542,126.978455,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),경복궁,436,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/13969932301
F01728,영혼당과 등소,Yeonghundang and Electric Power Station,박물관,자료 없음,자료 없음,종로구,37.581682,126.977869,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),경복궁,759,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/13969986001
F01729,백호 암벽등반 후련장,Baekho Rock Climbing Training Area,기념관·기념물,자료 없음,자료 없음,종로구,37.583027,126.960087,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),무악재,862,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/13973950201
F01730,책쉼터스페이스,자료 없음,공공도서관,자료 없음,자료 없음,마포구,37.579639,126.88323,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),디지털미디어시티,1332,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/13985950560
F01731,서울아트책보고,자료 없음,공공도서관,자료 없음,자료 없음,구로구,37.499048,126.867163,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),구일,387,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/13986043151
F01732,장공도서관,자료 없음,공공도서관,자료 없음,자료 없음,강북구,37.63495,127.011495,한신대학교,민간(추정),민간(추정),자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),수유,1298,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/13988449867
F01733,손호연 시인,Poet Son Ho-yeon,기념관·기념물,자료 없음,자료 없음,종로구,37.577975,126.96935,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),경복궁,441,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/13989676101
F01734,유구전시장,자료 없음,박물관,자료 없음,자료 없음,중구,37.566496,127.008902,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),동대문역사문화공원,95,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/13994976742
F01735,롯데호텔박물관,자료 없음,박물관,자료 없음,자료 없음,중구,37.565127,126.980358,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),을지로입구,219,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/13995106866
F01736,롯데시네마 샤롯데홀,자료 없음,공연장,자료 없음,자료 없음,중구,37.564633,126.981526,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),을지로입구,175,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/13995106898
F01737,우표박물관,자료 없음,박물관,자료 없음,자료 없음,중구,37.561458,126.982032,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),명동,388,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,node/13995187752
F01738,과학도서관,Science Library,공공도서관,자료 없음,자료 없음,성북구,37.584592,127.026639,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),안암,298,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,way/26628700
F01739,은평구립도서관,자료 없음,공공도서관,총람: 공공도서관,서울특별시 은평구 통일로78가길 13-84(불광동) 은평구립도서관,은평구,37.619001,126.928233,지자체,공공,공공,2001,http://www.eplib.or.kr,02-385-1671,자료 없음,자료 없음,운영 중(총람 등재),독바위,428,문화체육관광부 2025 문화기반시설총람(공공누리 1유형),2025-01-01,정부 공식 총람 — 좌표는 OSM,way/31545529
F01740,송파나루공원 서울놀이마당,Seoul Nori Madang,공연장,자료 없음,서울특별시 송파구 잠실로 124,송파구,37.509434,127.09815,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),잠실,456,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,way/73533847
F01741,올림픽홀,Olympic Hall,공연장,자료 없음,서울특별시 송파구 올림픽로 424,송파구,37.514732,127.127587,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),올림픽공원,334,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,way/75956846
F01742,몽촌역사관,Mongchon Museum of History,박물관,자료 없음,서울특별시 송파구 올림픽로 424,송파구,37.523837,127.124245,자료 없음,확인 필요,확인 필요,자료 없음,baekjemuseum.seoul.go.kr/dreamvillage,+82 02-2152-5900,자료 없음,자료 없음,운영 중(추정),강동구청,827,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,way/75956850
F01743,우리금융아트홀,Woori Capital Art Hall,공연장,musical,서울특별시 송파구,송파구,37.516728,127.125052,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),올림픽공원,522,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,way/75956852
F01744,서울올림픽기념관,Seoul Olympic Memorial Hall,박물관,자료 없음,서울특별시 송파구,송파구,37.520336,127.115559,자료 없음,확인 필요,확인 필요,1988,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),몽촌토성,403,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,way/76425931
F01745,대양홀,자료 없음,공연장,자료 없음,서울특별시 광진구 능동로 209,광진구,37.548616,127.074521,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),어린이대공원,114,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,way/101293864
F01746,일민미술관,자료 없음,미술관,총람: 미술관(사립·1종),서울특별시 종로구 세종대로 152,종로구,37.569829,126.977606,사립,민간,민간,1994.07.19,자료 없음,02-2020-2050,자료 없음,자료 없음,운영 중(총람 등재),광화문,208,문화체육관광부 2025 문화기반시설총람(공공누리 1유형),2025-01-01,정부 공식 총람 — 좌표는 OSM,way/141779172
F01747,대한민국역사박물관,자료 없음,박물관,총람: 박물관(국립·1종),서울특별시 종로구 세종대로 198,종로구,37.57392,126.977936,국립,공공,공공,2012.12.26,자료 없음,02-3703-9200,자료 없음,자료 없음,운영 중(총람 등재),광화문,272,문화체육관광부 2025 문화기반시설총람(공공누리 1유형),2025-01-01,정부 공식 총람 — 좌표는 OSM,way/141957171
F01748,호국전시관,Seoul National Cemetery Photographic Exhibition House,박물관,자료 없음,서울특별시 동작구 현충로 210,동작구,37.501615,126.978397,자료 없음,확인 필요,확인 필요,자료 없음,https://www.snmb.mil.kr/mbshome/mbs/snmb/index.jsp,자료 없음,자료 없음,자료 없음,운영 중(추정),동작,152,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,way/154112454
F01749,유품전시관,Seoul National Cemetery Relics Exhibition House,박물관,자료 없음,서울특별시 동작구 현충로 210,동작구,37.50054,126.976931,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),동작,293,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,way/154112455
F01750,현충문,Seoul National Cemetery Memorial Gate,기념관·기념물,자료 없음,자료 없음,동작구,37.501286,126.973347,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),동작,468,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,way/154112554
F01752,대동문,Daedong Gate,역사유적·문화재,자료 없음,자료 없음,강북구,37.640313,126.986065,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),수유,3501,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,way/159334345
F01754,중앙도서관 (301),Central Library,공공도서관,자료 없음,자료 없음,서대문구,37.563742,126.936905,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),신촌,955,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,way/163525865
F01755,국립중앙박물관,자료 없음,박물관,총람: 박물관(국립·1종),서울특별시 용산구 서빙고로 137,용산구,37.523925,126.980373,국립,공공,공공,1945.12.03,자료 없음,02-2077-9000,자료 없음,자료 없음,운영 중(총람 등재),이촌,632,문화체육관광부 2025 문화기반시설총람(공공누리 1유형),2025-01-01,정부 공식 총람 — 좌표는 OSM,way/168364800
F01756,경성전,Gyeongseongjeon,궁궐·전통문화시설,자료 없음,자료 없음,종로구,37.579407,126.976652,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),경복궁,488,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,way/170199424
F01757,광화문,Gwanghwamun Gate,역사유적·문화재,자료 없음,서울특별시 종로구 사직로 161,종로구,37.575928,126.976816,자료 없음,확인 필요,확인 필요,자료 없음,자료 없음,자료 없음,자료 없음,자료 없음,운영 중(추정),경복궁,290,OpenStreetMap (ODbL),2026-07-13,커뮤니티 지도 기반 — 개별 검증 필요,way/170199440
